,카테고리,time,강수량,일조합(hr),일조율(%),평균기온(℃),최고기온(℃),계절
353,닭갈비,2024-06-12,0.0,11.3,76.9,24.8,31.8,여름
354,닭갈비,2024-07-06,2.8,0.1,0.7,25.1,30.0,여름
355,닭갈비,2024-06-17,0.0,13.1,88.5,24.8,30.2,여름
356,닭갈비,2024-06-23,5.1,3.8,25.7,25.1,30.1,여름
357,닭갈비,2024-05-26,8.7,3.1,21.4,19.9,23.7,봄
358,닭갈비,2024-06-26,0.0,12.3,83.1,24.9,31.6,여름
359,닭갈비,2024-07-01,0.0,8.3,56.5,26.3,31.3,여름
360,닭갈비,2024-07-07,28.7,0.6,4.1,24.4,28.2,여름
361,닭갈비,2024-05-17,0.0,10.8,75.5,18.3,24.9,봄
362,닭갈비,2024-06-19,0.0,13.0,87.8,28.8,35.8,여름
363,닭갈비,2024-06-26,0.0,12.3,83.1,24.9,31.6,여름
364,닭갈비,2024-07-06,2.8,0.1,0.7,25.1,30.0,여름
365,닭갈비,2024-06-29,38.3,6.9,46.9,26.7,32.3,여름
366,닭갈비,2024-07-05,4.1,1.4,9.5,23.4,26.1,여름
367,닭갈비,2024-05-12,0.0,11.4,80.9,16.6,21.6,봄
368,닭갈비,2024-06-14,0.0,9.1,61.5,26.3,33.0,여름
369,닭갈비,2024-06-15,6.1,3.4,23.0,24.2,28.2,여름
370,닭갈비,2024-07-02,65.1,0.0,0.0,23.2,25.2,여름
371,닭갈비,2024-07-03,0.8,0.6,4.1,24.7,25.9,여름
372,닭갈비,2024-06-23,5.1,3.8,25.7,25.1,30.1,여름
373,닭갈비,2024-07-06,2.8,0.1,0.7,25.1,30.0,여름
374,닭갈비,2024-06-26,0.0,12.3,83.1,24.9,31.6,여름
375,닭갈비,2024-06-12,0.0,11.3,76.9,24.8,31.8,여름
376,닭갈비,2024-07-06,2.8,0.1,0.7,25.1,30.0,여름
377,닭갈비,2024-06-27,0.0,9.3,62.8,26.3,31.6,여름
378,닭갈비,2024-06-23,5.1,3.8,25.7,25.1,30.1,여름
379,닭갈비,2024-06-04,0.0,13.5,92.5,22.8,29.3,여름
380,닭갈비,2024-06-08,16.9,2.5,17.0,20.3,25.0,여름
381,닭갈비,2024-04-28,0.0,11.4,83.2,20.7,28.9,봄
382,닭갈비,2024-06-23,5.1,3.8,25.7,25.1,30.1,여름
383,닭갈비,2024-06-11,0.0,10.2,69.4,25.4,31.6,여름
384,닭갈비,2024-07-01,0.0,8.3,56.5,26.3,31.3,여름
385,닭갈비,2024-06-24,0.0,7.0,47.3,24.3,27.9,여름
386,닭갈비,2024-06-07,0.8,7.1,48.3,23.1,28.0,여름
387,닭갈비,2024-06-03,0.0,11.2,76.7,22.2,28.7,여름
388,닭갈비,2024-05-30,0.0,0.6,4.1,20.7,24.6,봄
389,닭갈비,2024-06-29,38.3,6.9,46.9,26.7,32.3,여름
390,닭갈비,2024-06-04,0.0,13.5,92.5,22.8,29.3,여름
391,닭갈비,2024-06-09,0.0,12.3,83.7,22.9,28.8,여름
392,닭갈비,2024-07-01,0.0,8.3,56.5,26.3,31.3,여름
393,닭갈비,2024-07-01,0.0,8.3,56.5,26.3,31.3,여름
394,닭갈비,2024-06-24,0.0,7.0,47.3,24.3,27.9,여름
395,닭갈비,2024-06-26,0.0,12.3,83.1,24.9,31.6,여름
396,닭갈비,2024-06-10,0.0,11.9,81.0,24.7,31.1,여름
397,닭갈비,2024-07-07,28.7,0.6,4.1,24.4,28.2,여름
398,닭갈비,2024-06-29,38.3,6.9,46.9,26.7,32.3,여름
399,닭갈비,2024-05-15,20.6,3.1,21.8,12.6,18.8,봄
400,닭갈비,2024-07-06,2.8,0.1,0.7,25.1,30.0,여름
401,닭갈비,2024-06-14,0.0,9.1,61.5,26.3,33.0,여름
402,닭갈비,2024-06-12,0.0,11.3,76.9,24.8,31.8,여름
403,닭갈비,2024-05-29,0.0,13.2,91.0,21.2,26.8,봄
404,닭갈비,2024-06-08,16.9,2.5,17.0,20.3,25.0,여름
405,닭갈비,2024-07-07,28.7,0.6,4.1,24.4,28.2,여름
406,닭갈비,2024-06-28,0.0,13.2,89.2,26.6,32.5,여름
407,닭갈비,2024-07-02,65.1,0.0,0.0,23.2,25.2,여름
408,닭갈비,2024-05-09,0.0,12.8,91.4,16.1,21.8,봄
409,닭갈비,2024-06-28,0.0,13.2,89.2,26.6,32.5,여름
410,닭갈비,2024-06-10,0.0,11.9,81.0,24.7,31.1,여름
411,닭갈비,2024-07-03,0.8,0.6,4.1,24.7,25.9,여름
412,닭갈비,2024-06-15,6.1,3.4,23.0,24.2,28.2,여름
413,닭갈비,2024-06-12,0.0,11.3,76.9,24.8,31.8,여름
414,닭갈비,2024-06-11,0.0,10.2,69.4,25.4,31.6,여름
415,닭갈비,2024-05-23,0.0,12.7,88.2,20.2,26.4,봄
416,닭갈비,2024-06-03,0.0,11.2,76.7,22.2,28.7,여름
417,닭갈비,2024-07-06,2.8,0.1,0.7,25.1,30.0,여름
418,닭갈비,2024-07-03,0.8,0.6,4.1,24.7,25.9,여름
419,닭갈비,2024-06-08,16.9,2.5,17.0,20.3,25.0,여름
420,닭갈비,2024-06-21,0.0,10.3,69.6,28.1,33.9,여름
421,닭갈비,2024-06-23,5.1,3.8,25.7,25.1,30.1,여름
422,닭갈비,2024-06-16,0.0,13.2,89.2,24.3,29.5,여름
423,닭갈비,2024-05-26,8.7,3.1,21.4,19.9,23.7,봄
424,닭갈비,2024-05-27,0.0,9.9,68.3,18.5,22.6,봄
425,닭갈비,2024-06-28,0.0,13.2,89.2,26.6,32.5,여름
426,닭갈비,2024-06-14,0.0,9.1,61.5,26.3,33.0,여름
427,닭갈비,2024-07-01,0.0,8.3,56.5,26.3,31.3,여름
428,닭갈비,2024-05-16,0.1,13.1,92.3,13.7,19.8,봄
429,닭갈비,2024-06-29,38.3,6.9,46.9,26.7,32.3,여름
430,닭갈비,2024-06-21,0.0,10.3,69.6,28.1,33.9,여름
431,닭갈비,2024-06-25,0.0,10.7,72.3,22.9,27.2,여름
432,닭갈비,2024-07-07,28.7,0.6,4.1,24.4,28.2,여름
433,닭갈비,2024-07-03,0.8,0.6,4.1,24.7,25.9,여름
434,닭갈비,2024-05-18,0.0,11.3,79.0,20.7,26.5,봄
435,닭갈비,2024-05-02,0.0,12.8,92.8,18.1,23.7,봄
436,닭갈비,2024-05-10,0.0,12.5,88.7,17.9,23.8,봄
437,닭갈비,2024-06-05,0.0,10.4,70.7,23.6,30.1,여름
438,닭갈비,2024-06-08,16.9,2.5,17.0,20.3,25.0,여름
439,닭갈비,2024-04-19,0.0,10.4,78.2,17.6,24.3,봄
440,닭갈비,2024-05-23,0.0,12.7,88.2,20.2,26.4,봄
441,닭갈비,2024-06-30,32.2,0.0,0.0,23.5,24.9,여름
442,닭갈비,2024-05-25,0.0,2.3,15.9,21.4,24.7,봄
443,닭갈비,2024-06-02,0.0,12.4,84.9,20.4,25.8,여름
444,닭갈비,2024-06-24,0.0,7.0,47.3,24.3,27.9,여름
445,닭갈비,2024-07-07,28.7,0.6,4.1,24.4,28.2,여름
446,닭갈비,2024-06-25,0.0,10.7,72.3,22.9,27.2,여름
447,닭갈비,2024-06-25,0.0,10.7,72.3,22.9,27.2,여름
448,닭갈비,2024-05-30,0.0,0.6,4.1,20.7,24.6,봄
449,닭갈비,2024-05-16,0.1,13.1,92.3,13.7,19.8,봄
450,닭갈비,2024-06-15,6.1,3.4,23.0,24.2,28.2,여름
451,닭갈비,2024-06-05,0.0,10.4,70.7,23.6,30.1,여름
452,닭갈비,2024-06-07,0.8,7.1,48.3,23.1,28.0,여름
453,닭갈비,2024-06-08,16.9,2.5,17.0,20.3,25.0,여름
454,닭갈비,2024-06-17,0.0,13.1,88.5,24.8,30.2,여름
455,닭갈비,2024-05-06,12.3,0.0,0.0,13.9,15.7,봄
456,닭갈비,2024-06-14,0.0,9.1,61.5,26.3,33.0,여름
457,닭갈비,2024-05-24,0.0,4.7,32.6,20.1,24.7,봄
458,닭갈비,2024-06-30,32.2,0.0,0.0,23.5,24.9,여름
459,닭갈비,2024-07-07,28.7,0.6,4.1,24.4,28.2,여름
460,닭갈비,2024-05-09,0.0,12.8,91.4,16.1,21.8,봄
461,닭갈비,2024-05-24,0.0,4.7,32.6,20.1,24.7,봄
462,닭갈비,2024-06-25,0.0,10.7,72.3,22.9,27.2,여름
463,닭갈비,2024-06-28,0.0,13.2,89.2,26.6,32.5,여름
464,닭갈비,2024-06-21,0.0,10.3,69.6,28.1,33.9,여름
465,닭갈비,2024-07-06,2.8,0.1,0.7,25.1,30.0,여름
466,닭갈비,2024-06-24,0.0,7.0,47.3,24.3,27.9,여름
467,닭갈비,2024-07-03,0.8,0.6,4.1,24.7,25.9,여름
468,닭갈비,2024-05-24,0.0,4.7,32.6,20.1,24.7,봄
469,닭갈비,2024-06-15,6.1,3.4,23.0,24.2,28.2,여름
470,닭갈비,2024-05-12,0.0,11.4,80.9,16.6,21.6,봄
471,닭갈비,2024-06-30,32.2,0.0,0.0,23.5,24.9,여름
472,닭갈비,2024-06-30,32.2,0.0,0.0,23.5,24.9,여름
473,닭갈비,2024-06-23,5.1,3.8,25.7,25.1,30.1,여름
474,닭갈비,2024-06-25,0.0,10.7,72.3,22.9,27.2,여름
475,닭갈비,2024-07-02,65.1,0.0,0.0,23.2,25.2,여름
476,닭갈비,2024-03-26,11.5,2.3,18.5,7.4,12.4,봄
477,닭갈비,2024-06-21,0.0,10.3,69.6,28.1,33.9,여름
478,닭갈비,2024-05-05,48.3,0.0,0.0,17.8,20.6,봄
479,닭갈비,2024-06-23,5.1,3.8,25.7,25.1,30.1,여름
480,닭갈비,2024-07-07,28.7,0.6,4.1,24.4,28.2,여름
481,닭갈비,2024-06-08,16.9,2.5,17.0,20.3,25.0,여름
482,닭갈비,2024-03-25,5.1,0.0,0.0,10.6,14.5,봄
483,닭갈비,2024-04-20,4.8,0.0,0.0,14.9,17.2,봄
484,닭갈비,2024-06-07,0.8,7.1,48.3,23.1,28.0,여름
485,닭갈비,2024-05-30,0.0,0.6,4.1,20.7,24.6,봄
486,닭갈비,2024-06-29,38.3,6.9,46.9,26.7,32.3,여름
487,닭갈비,2024-05-19,0.0,12.6,88.1,21.5,27.9,봄
488,닭갈비,2024-04-26,0.0,10.7,78.7,17.8,26.0,봄
489,닭갈비,2024-06-06,0.0,9.3,63.3,24.1,31.4,여름
490,닭갈비,2024-06-29,38.3,6.9,46.9,26.7,32.3,여름
491,닭갈비,2024-06-25,0.0,10.7,72.3,22.9,27.2,여름
492,닭갈비,2024-06-15,6.1,3.4,23.0,24.2,28.2,여름
493,닭갈비,2024-06-26,0.0,12.3,83.1,24.9,31.6,여름
494,닭갈비,2024-06-26,0.0,12.3,83.1,24.9,31.6,여름
495,닭갈비,2024-06-26,0.0,12.3,83.1,24.9,31.6,여름
496,닭갈비,2024-06-24,0.0,7.0,47.3,24.3,27.9,여름
497,닭갈비,2024-06-16,0.0,13.2,89.2,24.3,29.5,여름
498,닭갈비,2024-06-23,5.1,3.8,25.7,25.1,30.1,여름
499,닭갈비,2024-05-30,0.0,0.6,4.1,20.7,24.6,봄
500,퓨전음식,2024-05-28,0.0,11.1,76.6,20.4,26.1,봄
501,퓨전음식,2024-06-29,38.3,6.9,46.9,26.7,32.3,여름
502,퓨전음식,2024-06-09,0.0,12.3,83.7,22.9,28.8,여름
503,퓨전음식,2024-06-16,0.0,13.2,89.2,24.3,29.5,여름
504,퓨전음식,2024-06-20,0.0,12.1,81.8,29.4,35.4,여름
505,퓨전음식,2024-05-29,0.0,13.2,91.0,21.2,26.8,봄
506,퓨전음식,2024-06-05,0.0,10.4,70.7,23.6,30.1,여름
507,퓨전음식,2024-05-24,0.0,4.7,32.6,20.1,24.7,봄
508,퓨전음식,2024-05-25,0.0,2.3,15.9,21.4,24.7,봄
509,퓨전음식,2024-03-22,5.4,3.5,28.7,10.4,15.2,봄
510,퓨전음식,2024-06-04,0.0,13.5,92.5,22.8,29.3,여름
511,퓨전음식,2024-05-13,0.0,13.1,92.9,18.3,24.5,봄
512,퓨전음식,2024-04-11,0.0,4.0,30.8,15.5,21.1,봄
513,퓨전음식,2024-05-07,2.4,0.0,0.0,13.3,15.0,봄
514,퓨전음식,2024-06-11,0.0,10.2,69.4,25.4,31.6,여름
515,퓨전음식,2024-05-15,20.6,3.1,21.8,12.6,18.8,봄
516,퓨전음식,2024-06-12,0.0,11.3,76.9,24.8,31.8,여름
517,퓨전음식,2024-06-28,0.0,13.2,89.2,26.6,32.5,여름
518,퓨전음식,2024-03-02,0.0,5.8,50.9,-0.5,4.1,봄
519,퓨전음식,2024-03-10,0.0,10.9,93.2,4.2,10.6,봄
520,퓨전음식,2024-03-09,0.0,10.9,93.2,2.0,7.1,봄
521,퓨전음식,2024-07-06,2.8,0.1,0.7,25.1,30.0,여름
522,퓨전음식,2024-03-16,0.0,8.3,69.2,10.9,18.3,봄
523,퓨전음식,2024-05-08,0.0,11.0,78.6,14.7,21.4,봄
524,퓨전음식,2024-04-19,0.0,10.4,78.2,17.6,24.3,봄
525,퓨전음식,2024-06-22,16.5,0.0,0.0,24.2,26.1,여름
526,퓨전음식,2024-05-20,0.0,0.5,3.5,19.4,22.8,봄
527,퓨전음식,2024-04-09,0.0,11.9,92.2,15.3,20.8,봄
528,퓨전음식,2024-05-22,0.0,10.0,69.4,20.5,25.5,봄
529,퓨전음식,2024-06-19,0.0,13.0,87.8,28.8,35.8,여름
530,퓨전음식,2024-05-13,0.0,13.1,92.9,18.3,24.5,봄
531,퓨전음식,2024-05-11,31.7,0.1,0.7,17.0,22.0,봄
532,퓨전음식,2024-06-19,0.0,13.0,87.8,28.8,35.8,여름
533,퓨전음식,2024-06-13,0.0,13.3,90.5,26.4,32.8,여름
534,퓨전음식,2024-05-17,0.0,10.8,75.5,18.3,24.9,봄
535,퓨전음식,2024-04-20,4.8,0.0,0.0,14.9,17.2,봄
536,퓨전음식,2024-04-24,9.0,1.9,14.1,13.2,16.5,봄
537,퓨전음식,2024-02-13,0.0,5.5,51.4,8.2,13.7,겨울
538,퓨전음식,2024-03-02,0.0,5.8,50.9,-0.5,4.1,봄
539,퓨전음식,2024-06-13,0.0,13.3,90.5,26.4,32.8,여름
540,퓨전음식,2024-06-13,0.0,13.3,90.5,26.4,32.8,여름
541,퓨전음식,2024-05-23,0.0,12.7,88.2,20.2,26.4,봄
542,퓨전음식,2024-05-16,0.1,13.1,92.3,13.7,19.8,봄
543,퓨전음식,2024-06-12,0.0,11.3,76.9,24.8,31.8,여름
544,퓨전음식,2024-03-16,0.0,8.3,69.2,10.9,18.3,봄
545,퓨전음식,2024-04-09,0.0,11.9,92.2,15.3,20.8,봄
546,퓨전음식,2024-03-16,0.0,8.3,69.2,10.9,18.3,봄
547,퓨전음식,2024-03-29,1.4,2.5,20.0,7.6,12.3,봄
548,퓨전음식,2024-03-03,0.0,6.6,57.4,4.0,7.8,봄
549,퓨전음식,2024-03-25,5.1,0.0,0.0,10.6,14.5,봄
550,퓨전음식,2024-05-17,0.0,10.8,75.5,18.3,24.9,봄
551,퓨전음식,2024-05-02,0.0,12.8,92.8,18.1,23.7,봄
552,퓨전음식,2024-06-30,32.2,0.0,0.0,23.5,24.9,여름
553,퓨전음식,2024-01-21,0.4,0.0,0.0,1.7,4.3,겨울
554,퓨전음식,2024-04-08,0.0,2.0,15.5,16.2,22.8,봄
555,퓨전음식,2024-03-02,0.0,5.8,50.9,-0.5,4.1,봄
556,퓨전음식,2024-03-04,0.0,9.5,82.6,5.4,11.7,봄
557,퓨전음식,2024-02-29,0.0,1.2,10.6,4.8,9.6,겨울
558,퓨전음식,2023-11-16,8.4,0.0,0.0,6.6,7.4,가을
559,퓨전음식,2024-04-10,0.0,3.9,30.0,13.8,18.5,봄
560,퓨전음식,2024-04-18,0.0,11.7,88.0,17.3,24.9,봄
561,퓨전음식,2023-12-16,1.5,4.6,47.9,-4.1,3.8,겨울
562,퓨전음식,2023-11-25,0.0,9.1,91.9,-1.3,4.0,가을
563,퓨전음식,2024-04-01,0.0,11.5,91.3,12.2,19.0,봄
564,퓨전음식,2024-05-24,0.0,4.7,32.6,20.1,24.7,봄
565,퓨전음식,2024-03-23,0.1,8.2,66.7,13.0,18.2,봄
566,퓨전음식,2024-03-22,5.4,3.5,28.7,10.4,15.2,봄
567,퓨전음식,2024-06-11,0.0,10.2,69.4,25.4,31.6,여름
568,퓨전음식,2024-03-30,0.0,5.4,43.2,8.8,15.6,봄
569,퓨전음식,2024-02-14,0.0,4.0,37.0,12.9,18.3,겨울
570,퓨전음식,2024-03-17,0.1,8.7,72.5,8.8,12.2,봄
571,퓨전음식,2024-01-27,0.0,8.0,78.4,-0.5,4.6,겨울
572,퓨전음식,2023-11-23,0.1,5.0,50.0,9.9,14.6,가을
573,퓨전음식,2024-04-06,0.0,6.6,51.6,12.7,18.9,봄
574,퓨전음식,2024-03-19,0.2,2.7,22.3,6.7,9.8,봄
575,퓨전음식,2024-05-25,0.0,2.3,15.9,21.4,24.7,봄
576,퓨전음식,2024-05-25,0.0,2.3,15.9,21.4,24.7,봄
577,퓨전음식,2024-04-21,0.0,1.0,7.5,17.2,21.7,봄
578,퓨전음식,2024-02-26,0.0,6.8,60.7,3.8,9.7,겨울
579,퓨전음식,2024-04-14,0.0,11.7,89.3,20.8,29.4,봄
580,퓨전음식,2023-11-23,0.1,5.0,50.0,9.9,14.6,가을
581,퓨전음식,2024-04-20,4.8,0.0,0.0,14.9,17.2,봄
582,퓨전음식,2024-01-21,0.4,0.0,0.0,1.7,4.3,겨울
583,퓨전음식,2024-02-02,0.0,4.4,42.7,3.1,7.9,겨울
584,퓨전음식,2024-05-07,2.4,0.0,0.0,13.3,15.0,봄
585,퓨전음식,2024-01-31,0.0,8.9,86.4,4.7,10.6,겨울
586,퓨전음식,2024-01-12,0.0,8.9,90.8,0.9,4.2,겨울
587,퓨전음식,2024-01-18,0.5,6.3,63.6,4.5,9.4,겨울
588,퓨전음식,2024-03-27,0.0,8.8,71.0,10.4,16.2,봄
589,퓨전음식,2024-01-06,2.4,8.7,89.7,0.7,5.2,겨울
590,퓨전음식,2024-02-15,10.9,0.9,8.3,4.5,11.6,겨울
591,퓨전음식,2024-04-21,0.0,1.0,7.5,17.2,21.7,봄
592,퓨전음식,2024-06-16,0.0,13.2,89.2,24.3,29.5,여름
593,퓨전음식,2024-03-23,0.1,8.2,66.7,13.0,18.2,봄
594,퓨전음식,2023-11-24,0.0,8.6,86.9,-1.5,2.2,가을
595,퓨전음식,2024-03-15,0.0,10.6,89.1,8.9,14.5,봄
596,퓨전음식,2024-03-18,0.0,10.6,87.6,7.1,13.2,봄
597,퓨전음식,2024-04-24,9.0,1.9,14.1,13.2,16.5,봄
598,퓨전음식,2024-02-07,0.0,0.0,0.0,0.6,2.7,겨울
599,퓨전음식,2024-04-16,2.3,3.7,28.0,13.3,17.9,봄
600,"초밥,롤",2024-06-30,32.2,0.0,0.0,23.5,24.9,여름
601,"초밥,롤",2024-07-01,0.0,8.3,56.5,26.3,31.3,여름
602,"초밥,롤",2024-06-21,0.0,10.3,69.6,28.1,33.9,여름
603,"초밥,롤",2024-07-01,0.0,8.3,56.5,26.3,31.3,여름
604,"초밥,롤",2024-04-25,0.0,6.2,45.6,14.4,20.8,봄
605,"초밥,롤",2024-06-09,0.0,12.3,83.7,22.9,28.8,여름
606,"초밥,롤",2024-05-02,0.0,12.8,92.8,18.1,23.7,봄
607,"초밥,롤",2024-06-13,0.0,13.3,90.5,26.4,32.8,여름
608,"초밥,롤",2024-06-08,16.9,2.5,17.0,20.3,25.0,여름
609,"초밥,롤",2024-06-30,32.2,0.0,0.0,23.5,24.9,여름
610,"초밥,롤",2024-06-27,0.0,9.3,62.8,26.3,31.6,여름
611,"초밥,롤",2024-07-04,3.6,3.4,23.1,26.8,30.6,여름
612,"초밥,롤",2024-05-31,1.0,11.8,80.8,20.4,25.4,봄
613,"초밥,롤",2024-06-14,0.0,9.1,61.5,26.3,33.0,여름
614,"초밥,롤",2024-06-29,38.3,6.9,46.9,26.7,32.3,여름
615,"초밥,롤",2024-06-08,16.9,2.5,17.0,20.3,25.0,여름
616,"초밥,롤",2024-06-27,0.0,9.3,62.8,26.3,31.6,여름
617,"초밥,롤",2024-06-28,0.0,13.2,89.2,26.6,32.5,여름
618,"초밥,롤",2024-06-30,32.2,0.0,0.0,23.5,24.9,여름
619,"초밥,롤",2024-06-28,0.0,13.2,89.2,26.6,32.5,여름
620,"초밥,롤",2024-07-07,28.7,0.6,4.1,24.4,28.2,여름
621,"초밥,롤",2024-07-07,28.7,0.6,4.1,24.4,28.2,여름
622,"초밥,롤",2024-07-05,4.1,1.4,9.5,23.4,26.1,여름
623,"초밥,롤",2024-06-19,0.0,13.0,87.8,28.8,35.8,여름
624,"초밥,롤",2024-07-05,4.1,1.4,9.5,23.4,26.1,여름
625,"초밥,롤",2024-06-28,0.0,13.2,89.2,26.6,32.5,여름
626,"초밥,롤",2024-06-24,0.0,7.0,47.3,24.3,27.9,여름
627,"초밥,롤",2024-03-06,0.0,2.3,19.8,6.2,10.3,봄
628,"초밥,롤",2024-06-13,0.0,13.3,90.5,26.4,32.8,여름
629,"초밥,롤",2024-06-12,0.0,11.3,76.9,24.8,31.8,여름
630,"초밥,롤",2024-05-28,0.0,11.1,76.6,20.4,26.1,봄
631,"초밥,롤",2024-06-09,0.0,12.3,83.7,22.9,28.8,여름
632,"초밥,롤",2024-03-26,11.5,2.3,18.5,7.4,12.4,봄
633,"초밥,롤",2024-07-01,0.0,8.3,56.5,26.3,31.3,여름
634,"초밥,롤",2024-02-28,0.0,1.7,15.0,6.4,10.1,겨울
635,"초밥,롤",2024-07-02,65.1,0.0,0.0,23.2,25.2,여름
636,"초밥,롤",2024-06-28,0.0,13.2,89.2,26.6,32.5,여름
637,"초밥,롤",2024-03-23,0.1,8.2,66.7,13.0,18.2,봄
638,"초밥,롤",2024-07-07,28.7,0.6,4.1,24.4,28.2,여름
639,"초밥,롤",2024-02-17,0.0,8.7,79.8,4.4,11.7,겨울
640,"초밥,롤",2024-07-05,4.1,1.4,9.5,23.4,26.1,여름
641,"초밥,롤",2024-07-04,3.6,3.4,23.1,26.8,30.6,여름
642,"초밥,롤",2024-07-03,0.8,0.6,4.1,24.7,25.9,여름
643,"초밥,롤",2024-03-11,0.0,6.765051162790696,52.294707572527585,6.2,10.8,봄
644,"초밥,롤",2024-02-15,10.9,0.9,8.3,4.5,11.6,겨울
645,"초밥,롤",2024-04-27,0.0,12.5,91.9,18.2,26.2,봄
646,"초밥,롤",2024-05-01,0.0,9.8,71.0,18.5,24.0,봄
647,"초밥,롤",2024-04-14,0.0,11.7,89.3,20.8,29.4,봄
648,"초밥,롤",2024-06-18,0.0,13.4,90.5,26.0,32.9,여름
649,"초밥,롤",2024-03-04,0.0,9.5,82.6,5.4,11.7,봄
650,"초밥,롤",2024-03-12,2.1,0.0,0.0,6.6,10.0,봄
651,"초밥,롤",2024-03-13,0.0,10.9,91.6,6.5,12.0,봄
652,"초밥,롤",2024-07-01,0.0,8.3,56.5,26.3,31.3,여름
653,"초밥,롤",2024-02-24,2.3,5.5,49.5,2.0,5.9,겨울
654,"초밥,롤",2024-07-04,3.6,3.4,23.1,26.8,30.6,여름
655,"초밥,롤",2024-04-28,0.0,11.4,83.2,20.7,28.9,봄
656,"초밥,롤",2024-01-12,0.0,8.9,90.8,0.9,4.2,겨울
657,"초밥,롤",2024-04-03,0.0,0.3,2.4,16.6,19.7,봄
658,"초밥,롤",2024-04-17,0.0,10.3,77.4,15.0,21.8,봄
659,"초밥,롤",2024-04-09,0.0,11.9,92.2,15.3,20.8,봄
660,"초밥,롤",2024-04-16,2.3,3.7,28.0,13.3,17.9,봄
661,"초밥,롤",2024-04-03,0.0,0.3,2.4,16.6,19.7,봄
662,"초밥,롤",2024-01-17,9.7,0.0,0.0,0.6,1.9,겨울
663,"초밥,롤",2024-02-16,0.0,7.9,73.1,2.3,8.1,겨울
664,"초밥,롤",2023-12-05,0.0,6.8,70.1,6.8,12.6,겨울
665,"초밥,롤",2024-01-18,0.5,6.3,63.6,4.5,9.4,겨울
666,"초밥,롤",2024-03-28,1.9,0.0,0.0,10.3,12.2,봄
667,"초밥,롤",2023-09-25,1.9,1.3,10.7,21.6,26.0,가을
668,"초밥,롤",2024-02-17,0.0,8.7,79.8,4.4,11.7,겨울
669,"초밥,롤",2024-06-01,0.0,9.4,64.4,20.7,25.2,여름
670,"초밥,롤",2024-04-16,2.3,3.7,28.0,13.3,17.9,봄
671,"초밥,롤",2023-09-12,0.0,3.5,27.8,25.7,29.8,가을
672,"초밥,롤",2024-01-12,0.0,8.9,90.8,0.9,4.2,겨울
673,"초밥,롤",2024-02-08,0.0,9.2,86.8,0.6,6.2,겨울
674,"초밥,롤",2023-11-30,0.0,9.2,93.9,-4.3,-0.5,가을
675,"초밥,롤",2024-01-19,0.0,7.1,71.7,5.4,9.0,겨울
676,"초밥,롤",2024-03-03,0.0,6.6,57.4,4.0,7.8,봄
677,"초밥,롤",2024-03-01,0.0,10.6,93.0,-4.1,0.3,봄
678,"초밥,롤",2024-03-24,0.0,8.1,65.9,16.2,23.4,봄
679,"초밥,롤",2024-06-01,0.0,9.4,64.4,20.7,25.2,여름
680,"초밥,롤",2024-03-25,5.1,0.0,0.0,10.6,14.5,봄
681,"초밥,롤",2024-03-11,0.0,6.765051162790696,52.294707572527585,6.2,10.8,봄
682,"초밥,롤",2024-03-11,0.0,6.765051162790696,52.294707572527585,6.2,10.8,봄
683,"초밥,롤",2024-04-05,0.0,6.2,48.4,14.0,18.8,봄
684,"초밥,롤",2023-12-12,0.4,3.5,36.5,5.4,9.3,겨울
685,"초밥,롤",2024-02-03,0.0,1.0,9.6,4.7,8.3,겨울
686,"초밥,롤",2023-11-20,0.0,9.3,92.1,6.2,12.8,가을
687,"초밥,롤",2024-01-12,0.0,8.9,90.8,0.9,4.2,겨울
688,"초밥,롤",2024-03-14,0.0,6.765051162790696,0.0,8.5,15.4,봄
689,"초밥,롤",2024-03-24,0.0,8.1,65.9,16.2,23.4,봄
690,"초밥,롤",2024-01-31,0.0,8.9,86.4,4.7,10.6,겨울
691,"초밥,롤",2024-01-23,0.0,9.1,91.0,-11.7,-8.2,겨울
692,"초밥,롤",2024-06-05,0.0,10.4,70.7,23.6,30.1,여름
693,"초밥,롤",2024-04-14,0.0,11.7,89.3,20.8,29.4,봄
694,"초밥,롤",2024-01-11,0.0,0.4,4.1,1.7,4.5,겨울
695,양갈비,2024-07-05,4.1,1.4,9.5,23.4,26.1,여름
696,양갈비,2024-02-27,0.0,5.5,48.7,5.3,9.8,겨울
697,양갈비,2024-02-02,0.0,4.4,42.7,3.1,7.9,겨울
698,양갈비,2024-02-13,0.0,5.5,51.4,8.2,13.7,겨울
699,양갈비,2024-01-04,0.0,0.5,5.2,1.4,4.7,겨울
700,양갈비,2024-01-28,0.0,8.0,78.4,-1.5,3.8,겨울
701,양갈비,2024-02-24,2.3,5.5,49.5,2.0,5.9,겨울
702,양갈비,2024-03-02,0.0,5.8,50.9,-0.5,4.1,봄
703,양갈비,2024-05-21,0.0,9.4,65.3,21.7,28.3,봄
704,양갈비,2024-03-15,0.0,10.6,89.1,8.9,14.5,봄
705,양갈비,2024-03-03,0.0,6.6,57.4,4.0,7.8,봄
706,양갈비,2023-12-03,0.0,9.1,92.9,0.8,6.0,겨울
707,양갈비,2023-12-13,0.0,2.3,24.0,6.8,10.3,겨울
708,양갈비,2024-03-08,0.0,10.4,88.9,2.1,6.5,봄
709,양갈비,2024-02-27,0.0,5.5,48.7,5.3,9.8,겨울
