가게 이름,댓글,날짜,강수량,최고기온(℃),평균기온(℃),최저기온(℃),일조합(hr),일조율(%),일사합(MJ/m2),계절,날씨,ㅁ,눈
베트남음식,친구들과 방문했던 강남 맛집 땀땀❤️ 리뷰는 처음인 데 제가 1년에 한두번은 서울 올라가면 먹는 맛집이에 요 ㅎㅎㅎ 처음에 곱창쌀국수에 반해서 친구들...,2024-05-18,0.0,26.5,20.7,16.0,11.3,79.0,26.88,봄,맑음,,
베트남음식,"근본 오브 근본 쌀국수 곱창 쌀국수 여기가 제일 맛있
음 맵기 선택 가능해서 좋구 한우곱창이라 음청 실함
ㅋㅋ 분짜두 존맛탱이구 강남에서 베트남 음식 ...",2024-06-18,0.0,32.9,26.0,20.4,13.4,90.5,29.22,여름,맑음,,
베트남음식,쌀국수가 맛있었어요. 하노이 분자에 소스 뿌려서 먹 으니까 상큼한 맛이 넘 맛있었어요! 가게 내부도 깨끗 하고 소곱창 쌀국수의 소곱창에 곱이 진짜 너무...,2024-05-01,0.0,24.0,18.5,13.9,9.8,71.0,26.05,봄,맑음,,
베트남음식,"몇 년만에 재방문한 곱창쌀국수 맛집, 땀땀!! 평일 점 심시간이라 대기 때문에 걱정 했는데 생각보다 얼마 안기다리고 바로 입장했고 음식도 주문과 동시...",2024-04-29,0.0,26.1,20.9,16.9,8.8,64.2,21.36,봄,맑음,,
베트남음식,오랜만에 매운소곱창쌀국수 생각나서 왔는데 역시 백 화점보다 본점이 가장 맛있습니다. 등갈비 튀김? 새로 있길래 시켜봤는데 정말 맛있게 잘먹었어요~양...,2024-06-11,0.0,31.6,25.4,21.7,10.2,69.4,27.17,여름,맑음,,
베트남음식,와 역시 땀땀 소곱창 쌀국수에 원조는 땀땀이죠 ~~~ 몇일전 부터 소곱찰 쌀국수가 아른거려서 땀땀 본점 에 다녀왔는데 냄새도 안나고 너무 맛있게 먹었...,2024-04-11,0.0,21.1,15.5,11.7,4.0,30.8,14.28,봄,흐림,,
베트남음식,"오랫동안 맛도 양도 변함없는 곳🥹✨ 살이 두둑하게 붙은 쪽갈비 쌀국수, 고소한 곱 가득 들어 야들야들 꼬소한 한우곱창쌀국수, 담백하고 쫀득한 소꼬...",2024-05-23,0.0,26.4,20.2,15.8,12.7,88.2,30.1,봄,맑음,,
베트남음식,새로나온 한우소곱창 쌀국수랑 분짜랑 같이먹으면 맵 단 조합 굿 먹어도먹어도 면이 계속나오는 푸짐한 강 남역 땀땀!! 저녁엔 늘 웨이팅 있어서 빨리와야...,2024-06-17,0.0,30.2,24.8,18.9,13.1,88.5,28.17,여름,맑음,,
베트남음식,"바로 자리안내해주시고 키오스크로 주문!
직원분들 친절하시고 음식도 금방 나와요~
양 엄청 많아서 배터져요",2024-06-22,16.5,26.1,24.2,22.6,0.0,0.0,3.59,여름,비,,
베트남음식,월요일 낮 12:30 도착해서 줄 서기 시작하고~입장~ 음식 받기까치 총 10분 걸렸어요. 앞에 세 팀! 항상 맛 있고 활기넘치는 분위기에 에너지 얻어갑니다 ...,2024-06-24,0.0,27.9,24.3,21.2,7.0,47.3,19.62,여름,흐림,,
베트남음식,강남역 베트남 쌀국수 맛집 땀땀 드디어 방문성공! 평 일 점심 시간이었지만 운이 좋게도 웨이팅 없이 들어 갔어요😆 같이 간 친구랑 저 모두 곱창을 못 먹...,2024-04-16,2.3,17.9,13.3,11.5,3.7,28.0,13.45,봄,비,,
베트남음식,유명한 집인데 이번에 처음 가봤어요 !! 시킨 메뉴들 모두 성공적..✨ 곱창 쌀국수는 곱창이 진짜 쫄깃하 고 맛있어요ㅠ 숯불직화 소고기쌀국수도 국물...,2024-04-30,0.0,22.5,18.6,16.0,5.5,40.1,17.95,봄,흐림,,
베트남음식,강남역 맛집! 쌀국수 원래 좋아하는데 곱창쌀국수는 처음 먹어봤는데 맛있었어요! 매운맛 단계도 고를 수 있는데 엽떡 초보맛 먹는 사람으로써 1단계 먹...,2024-04-10,0.0,18.5,13.8,10.2,3.9,30.0,15.38,봄,흐림,,
베트남음식,오랜만에 방문했는데 전보다 맛이 더 좋아진거 같아요! 양도 엄청 푸짐하고 국물도 진짜 진국이에요. 곱창 쌀국수 곱창도 곱이 많고 신선한지 잡내도 안 나요,2024-06-13,0.0,32.8,26.4,20.0,13.3,90.5,29.8,여름,맑음,,
베트남음식,옛날부터 먹고싶던 소곱창쌀국수! 강남맛집 강추이고 쌀국수 향신료 맛도 난나고 소곱창에 곱도 가득하니 넘 맛있었는데 양이 2인분인줄은 몰랐어요.. 곱...,2024-04-09,0.0,20.8,15.3,10.6,11.9,92.2,25.68,봄,맑음,,
베트남음식,2019년 처음 방문했을 때 상당히 웨이팅했던 기억이 있는 강남역 베트남음식점에 들러보았다. 지금은 여 러 백화점 식당가에 입점한 강남역 쌀국수집이...,2024-04-14,0.0,29.4,20.8,13.6,11.7,89.3,24.93,봄,맑음,,
베트남음식,"쥰맛탱집 매운소곱창쌀국수는 늘 맛있고 프라이드바
쿠테라는 보석도 발견 2인이서 매운소곱창쌀국수+프
라이드바쿠테+짜조 이조합강추요",2024-06-11,0.0,31.6,25.4,21.7,10.2,69.4,27.17,여름,맑음,,
베트남음식,"칭구와 방문한 땀땀! 저녁 7시쯤 도착하니 다행히 웨 이팅 없이 들어갔어요 매운 한우소곱창 쌀국수 도전 해봤는데, 역시 한우라그런지 곱창이 튼실하고 ...",2024-05-27,0.0,22.6,18.5,14.1,9.9,68.3,26.89,봄,맑음,,
베트남음식,강남역맛집 베트남쌀국수 전문점 땀땀 후기 땀땀이야 뭐 매운소곱창쌀국수로 워낙 유명한 집이라 이건 기 본으로 시켜야지! 이번엔 한우곱창 버전이 나왔...,2024-04-17,0.0,21.8,15.0,9.7,10.3,77.4,23.2,봄,맑음,,
베트남음식,곱창쌀국수에 곱창이 이렇게나 그득그득하게 들어있 을줄 몰랐는데 곱창이 들어갔음에도 국물이 깔꿈하고 면을 다 먹을때까지도 곱창과 함께했숨다.. (칭...,2024-04-25,0.0,20.8,14.4,10.3,6.2,45.6,18.59,봄,흐림,,
베트남음식,강남역 쌀국수 맛집이에요. 가게 앞에는 보양쌀국수 라고 붙어있어요 ~ 쌀국수가 보양식이라니.. 다소 의 아했지만 먹어보고 그럴만하다 생각했어요. 평...,2024-04-24,9.0,16.5,13.2,11.0,1.9,14.1,9.53,봄,비,,
베트남음식,유명하다는 땀땀 드디어 먹고왔네요ㅠ 쌀국수 종류 진짜 많고 얼큰쌀국수 약간 마라탕30%맛 이었어요. 얼큰+곱창 부드럽고 양도 많았습니당!! 저는 개...,2024-04-16,2.3,17.9,13.3,11.5,3.7,28.0,13.45,봄,비,,
베트남음식,소곱창 쌀국수 1단계 맵기로 하니 딱 맛있게 매워서 너무 맛있게 잘 먹었어요ㅎㅎ 등갈비도 달짝하니 맛 나고 양도 엄청 푸짐해요ㅎㅎ 사이드로 시킨 쉬...,2024-04-09,0.0,20.8,15.3,10.6,11.9,92.2,25.68,봄,맑음,,
베트남음식,쌀국수계의 신*설농탕이에요 음식 주문하면 바로 나 오는 느낌 소곱창 쌀국수는 맵기 조절 가능해서 좋고 소곱창이 가득하고 매콤해서 맛있어요 소고기 ...,2024-06-13,0.0,32.8,26.4,20.0,13.3,90.5,29.8,여름,맑음,,
베트남음식,"직화 소고기 쌀국수, 매운 쪽갈비 쌀국수 모두 다 맛있 어요. 쌀국수 국물이 진짜 끝장나요! 정말 사람 많고 붐비는 곳이지만 사장님이랑 직원분들이 너무 ...",2024-04-13,0.0,27.3,19.1,11.2,12.1,92.4,25.65,봄,맑음,,
베트남음식,땀땀매운한우곱창쌀국수 정말맛있네요 직원분들 친절하시고 음식이 빨리나와서 좋았어요 맥주가 술술 들어가는 맛 즐거운 점심시간이였습니다,2024-05-10,0.0,23.8,17.9,12.5,12.5,88.7,28.02,봄,맑음,,
베트남음식,몇년만에 다시 찾아왔어요~ 여전히 웨이팅이 있네요.. ! 매운 한우 소곱창 쌀국수 꼭 드셔보십쇼...! 진짜 곱 창이 너무너무 부드럽고 고소해요ㅠㅠ❤️ 바쿠...,2024-04-09,0.0,20.8,15.3,10.6,11.9,92.2,25.68,봄,맑음,,
베트남음식,매운소곱창쌀국수 0단계부터 맵기 선택이가능하네요 ? 1단계가 신라면 정도라 해서 1단계먹었어요. 입술 이 맵다기보단 마라같은 살짝의 매운맛이에요. ...,2024-05-29,0.0,26.8,21.2,15.4,13.2,91.0,29.38,봄,맑음,,
베트남음식,"소문난 맛집인데 이번에 처음 가봤어요~ 시킨 메뉴들 
모두 성공적! 곱창 쌀국수는 진짜 쫄깃하고 맛있어요~
쌀국수도 국물도 찐하고 최고였구요~ 기회되면...",2024-06-08,16.9,25.0,20.3,17.9,2.5,17.0,9.7,여름,비,,
베트남음식,땀땀 본점이라 다르긴 다르네 음식 맛있는 건 맛있는 거고 토요일 오픈때 계시던 분이 사장님이신지는 모 르겠는데 컨트롤타워의 능력이 대단했음 사장...,2024-04-13,0.0,27.3,19.1,11.2,12.1,92.4,25.65,봄,맑음,,
베트남음식,몇년 전 웨이팅해서 내돈내산했던 가게 땀땀..! 내가 다시 왔다‼️‼️😎🙌🏻 땀땀은 세계 최초 매운소곱창쌀국 수의 원조로 한우사골과 아시안 로얄퀴진 레시...,2024-05-08,0.0,21.4,14.7,9.0,11.0,78.6,27.21,봄,맑음,,
베트남음식,2년만 오랜만 땀땀 쌀국수 맛 그대로 함 진짜 맛있네요,2024-06-08,16.9,25.0,20.3,17.9,2.5,17.0,9.7,여름,비,,
베트남음식,"2명이 방문해서 매운소곱창쌀국수 2단계, 하노이분짜 먹었어요~ 주류 시키려면 테이블에 있는 모든 사람이 신분증이 있어야 해서 맥주를 못마셨어요.. 30...",2024-07-06,2.8,30.0,25.1,22.1,0.1,0.7,6.84,여름,비,,
베트남음식,기대가 너무 컷던거 같음 면과 국물이 따로 놈 무한리 필에서 숙주 국물 밥 1회 무료로 바뀐거같은데 왠만큼 잘먹는 사람이라도 배부를정도로 리필되기 때...,2024-05-29,0.0,26.8,21.2,15.4,13.2,91.0,29.38,봄,맑음,,
베트남음식,땀땀 처음 먹었을때 너무 맛있게 먹고 몇번더 갔었는 데 가끔 쌀국수 생각나면 땀땀으로 가요! 불맛나는 고 기에 쌀국수 너무 맛있습니다ㅠㅠ 저는 갈때마...,2024-03-28,1.9,12.2,10.3,7.8,0.0,0.0,4.13,봄,비,,
베트남음식,"직원분들도 친절하시고 너무 맛잇게 잘 먹었어요ㅠ 
또 먹고싶네요",2024-06-14,0.0,33.0,26.3,21.4,9.1,61.5,24.24,여름,맑음,,
베트남음식,여기 쌀국수 진짜 맛있내요. 다른데는 물 말아먹는듯 한 느낌이었는데 여기는 현지에서 먹는듯한 느낌이었 어요!! 매장도 넓고 직원분들도 친절하고 다 좋...,2024-06-23,5.1,30.1,25.1,22.5,3.8,25.7,18.84,여름,비,,
베트남음식,매운 소곱창 쌀국수 좋아하는데 한우 소곱창으로 만 들었다고 해서 큰맘 먹고 주문쓰.. 결과는 존맛탱 한우 라서 소곱창 특유 씁쓸한맛이 하나도 안느껴졌...,2024-03-09,0.0,7.1,2.0,-2.1,10.9,93.2,21.15,봄,맑음,,
베트남음식,항상 대기가 있는 쌀국수 집이라 궁금해서 먹어봤어 요! 숯불 직화 소고기 쌀국수는 직원분이 앞에서 불로 지져주십니다ㅋㅋㅋ 고기에 숯불 향이 가득해...,2024-03-19,0.2,9.8,6.7,3.9,2.7,22.3,9.63,봄,비,,
베트남음식,사람이 많고 진짜 시끄러워요.. 직원분들 친절하시지만 너무 바쁘게 일하시는 게 느껴져서 정신없었습니다 음식들은 맛있었습니다,2024-06-26,0.0,31.6,24.9,18.9,12.3,83.1,27.64,여름,맑음,,
베트남음식,사람들이 줄 서는 이유가 있네요 평일 저녁에도 줄이 있긴 했는데 생각보다 금방 빠져서 얼마 안기다렸어 요 곱창 쌀국수는 매운맛 2단계로 시켰는데 매...,2024-03-12,2.1,10.0,6.6,4.4,0.0,0.0,0.3,봄,비,,
베트남음식,친구와 강남에서 뭘먹을까하다가 쌀국수 유명한 집이 있다고해서 오픈 시간 맞춰서 11시전부터 서서 기다 려서 먹은 곳인데요 !! 쌀국수안에있는 고기가 ...,2024-04-10,0.0,18.5,13.8,10.2,3.9,30.0,15.38,봄,흐림,,
베트남음식,"카운터에서 번호표를 받고 대기하셔야합니다~~ 3명 이서 좀 욕심내서 쌀국수2, 볶음밥1, 쪽갈비 이렇게 시켰는데 얼추 다 먹었어요ㅎㅎ 저는 숯불직화...",2024-03-16,0.0,18.3,10.9,4.4,8.3,69.2,18.28,봄,맑음,,
베트남음식,저의 최애 맛집 중 하나!!!양도 많고 맛있고 웨이팅해도 회전율이 좋아용👍,2024-06-08,16.9,25.0,20.3,17.9,2.5,17.0,9.7,여름,비,,
베트남음식,매운소곱창 맛집이예요. 한우소곱창이 한그릇 가득 담겨 나옵니다. 분짜 함께 먹었어요. 분위기 좋고 금방 웨이팅 걸리는 집입니다. 이국적인 음식 즐기고...,2024-04-12,0.0,24.2,17.2,12.0,9.8,74.8,23.59,봄,맑음,,
베트남음식,2주 전 비오는 토요일에 방문했습니다:) 늘 저녁에 가 서 4-50분 우습게 웨이팅하던 기억이 있어서 약속 시 간보다 서둘러서 갔는데 날이 흐려서 그런지 줄...,2024-05-11,31.7,22.0,17.0,14.0,0.1,0.7,5.72,봄,비,,
베트남음식,매운 쌀국수를 주문했는데 생각보다 안 매워서 맵찔이도 도전해 볼 만한 것 같아요ㅋㅋㅋ 면도 많아서 배부르게 먹었습니다😀,2024-05-19,0.0,27.9,21.5,15.9,12.6,88.1,28.99,봄,맑음,,
베트남음식,메뉴가 모두 맛이 깔끔하고 담백해서 맛있었어요!!! 양 도 너무너무 푸짐해서 완전 배부르게 먹었습니다. 매 운 한우 소곱창 쌀국수는 곱창안에 곱이 꽉차있...,2024-03-08,0.0,6.5,2.1,-0.7,10.4,88.9,19.91,봄,맑음,,
베트남음식,어우 항상 맛잇구 엄청 빨리 나와서 오전 반차 끝내기 전에 호딱 먹구 왓어오 ㅎㅎ 행복해용 !!,2024-05-17,0.0,24.9,18.3,10.8,10.8,75.5,24.4,봄,맑음,,
베트남음식,운좋게 웨이팅 없이 바로 들어갔어요! 근데 지나가면 서 몇번 본 바로는 웨이팅이 있어도 빨리 빠지는 듯 했 습니다. 직화 소고기 쌀국수 주문했는데 앞에서...,2024-03-31,0.0,17.7,10.6,3.4,10.1,80.2,22.79,봄,맑음,,
베트남음식,쪽갈비가 맛있어요! 숙주랑 면도 한 번 리필 돼서 완전 배부르게 먹었어요😋,2024-05-14,0.0,24.7,18.8,12.7,13.0,91.5,30.02,봄,맑음,,
베트남음식,얼큰한 소곱창 칼국수 완전 추천이예요. 줄서는 식당 등 여러 매체에 소개된 만큼 기대도 많이 했는데 역시 나가 역시나네요! 곱창은 큼지막해서 곱도 가득...,2024-03-10,0.0,10.6,4.2,-1.8,10.9,93.2,20.38,봄,맑음,,
베트남음식,"본점은 처음이에요! 롯백지하, 서울역점 다 가봤는데 본점이 최고네요 ㅋㅋ 오늘은 플렉스로 한우곱창으로 쌀국수 먹었는데 역시 존맛입니다ㅜㅜ!!! 양도 ...",2024-03-09,0.0,7.1,2.0,-2.1,10.9,93.2,21.15,봄,맑음,,
베트남음식,다른 쌀국수들에 비해 향신료 냄새가 적어서 좋고 고 기를 토치로 그을려서 줘서 불맛 많이나서 맛있어요 그리고 기본적으로 양이 많아요 한그릇에 1.5...,2024-03-09,0.0,7.1,2.0,-2.1,10.9,93.2,21.15,봄,맑음,,
베트남음식,"면 사리 추가 무료입니다! 곱창쌀국수 양도 엄청 많아
요!!! 살짝 매콤한데 맛나요. 음식 빨리나오고 직원분
들도 친절해요. 다만 테이블이 좁아요ㅠ",2024-04-13,0.0,27.3,19.1,11.2,12.1,92.4,25.65,봄,맑음,,
베트남음식,땀땀의 🔥매운소곱창 쌀국수🔥는 생각날때마다 먹 는 저인데요🤤 한남동 땀땀으로 자주 갔었는데 정말 오랜만에 본점으로 왔어요ㅎㅎ 여전히 맛있습...,2024-04-27,0.0,26.2,18.2,11.5,12.5,91.9,28.23,봄,맑음,,
베트남음식,"쌀국수 곱창 많고 푸짐. 매워 느끼하지 않고 맛있네요 
매운맛 조절가능하고 사이드 좋고 쪽갈비도 맛있어요",2024-05-03,0.0,27.9,19.7,12.2,12.8,92.8,28.28,봄,맑음,,
베트남음식,한우소곱창쌀국수 너무 맛있쟈냐~~~ 얼큰한 거 먹고싶을 때 땀땀 생각밖에 안 나요!!!,2024-05-21,0.0,28.3,21.7,16.3,9.4,65.3,26.37,봄,맑음,,
베트남음식,"양이 진짜 많고 맛있어요~!!
좀 많이 더운거 빼고는 직원분들도 친절하고 음식도 빨리 나와서 다 좋았어요",2024-06-22,16.5,26.1,24.2,22.6,0.0,0.0,3.59,여름,비,,
베트남음식,소곱창쌀국수랑 소꼬리쌀국수 둘다 재료가 엄청 푸짐해서 든든한 보양식 먹는 기분이었어요~! 예전에도 왔는데 아직도 여전히 인기많네용ㅎㅎ 맛있어요!!,2024-04-12,0.0,24.2,17.2,12.0,9.8,74.8,23.59,봄,맑음,,
베트남음식,곱창쌀국수 드디어 영접✨ 1단계로 시켰는데도 맵찔 이 입에는 꽤 매웠어요. 신라면보다 조금 더 맵다고 느 낀 정도? 근데 곱창도 진짜 많이 들었고 맛있었...,2024-03-20,0.0,8.7,4.4,1.2,9.0,74.4,19.09,봄,맑음,,
베트남음식,매운한우소곱창쌀국수와 분짜 맛있게 먹었어요. 베트남 현지 간듯요.,2024-06-12,0.0,31.8,24.8,19.2,11.3,76.9,27.73,여름,맑음,,
베트남음식,"일행만 있다면 바로 입장이 가능할수도
패스트푸드마냥 엄청난 속도로 음식이 나옵니다",2024-06-20,0.0,35.4,29.4,23.4,12.1,81.8,25.99,여름,맑음,,
베트남음식,"음식이 엄청 빨리나와요!
양이 진짜 많습니다.. 둘이서 배불러서 다 못먹음요ㅠ
진짜 맛있구 최고에요!",2024-06-13,0.0,32.8,26.4,20.0,13.3,90.5,29.8,여름,맑음,,
베트남음식,쌀국수로 유명한 땀땀! 강남 본점만 있다 점점 체인이 생겨 나더니~~ 다른 지점 가서 곱창쌀국수 먹어 봤는 데 맛나더라고요.! 강남 본점도 매일 지나다니...,2024-02-16,0.0,8.1,2.3,-1.5,7.9,73.1,13.32,겨울,맑음,,
베트남음식,"얼큰하고 맛있게 매운 소곱창쌀국수 진짜 꼭 드세요. 마라향이 살짝 있는 편인데, 의외로 향신료 음식은 딱 질색하는 남친도 잘 먹는 음식 중 하나인지라, ...",2024-02-15,10.9,11.6,4.5,0.6,0.9,8.3,2.71,겨울,눈,100.0,눈
베트남음식,"땀땀 워낙 유명해서 기대하고 방문했는데 역시 맛있
었어요!! 음식도 빨리나오고 매장 직원, 매니저님 너무
친절하셔서 다음에 또 친구랑 함께 방문하기로 ...",2024-04-12,0.0,24.2,17.2,12.0,9.8,74.8,23.59,봄,맑음,,
베트남음식,"딱 웨이팅 없을 때 타이밍 좋게 들어갔는데, 직원분들 모두 친절하시고 화이팅 넘치셔서 먹는데도 즐거웠답 니다~ 양지쌀국수 기본에 코코넛 쉬림프와 크...",2024-03-05,0.0,11.0,8.0,5.5,0.1,0.9,6.29,봄,흐림,,
베트남음식,토요일 5시정도 첫방문이였고 이날따라 비가 많이 와 서 그런지 여유자리는 많았습니다 보양과 곱창을 시 켰고 5분도 지나지않아 나온거 같아요! 맛은 솔...,2024-05-11,31.7,22.0,17.0,14.0,0.1,0.7,5.72,봄,비,,
베트남음식,쌀국수는 여기가 1등입니다,2024-06-26,0.0,31.6,24.9,18.9,12.3,83.1,27.64,여름,맑음,,
베트남음식,"양도 많고 독특하고 특별한 메뉴가 있고 맛도있고 
친절하시고 맘에드는 맛집입니다.
담에 또 가겠습니다.",2024-04-20,4.8,17.2,14.9,13.0,0.0,0.0,4.46,봄,비,,
베트남음식,"맛있게 먹었어요^^
재방문 의사 100%",2024-05-09,0.0,21.8,16.1,10.9,12.8,91.4,27.17,봄,맑음,,
베트남음식,예전에 곱창국수 먹으러갔을때 한참 웨이팅 하고 들 어갔었는데 점심 경 지나가다 빈테이블 보자마자 뛰 쳐들어감!! 볶음쌀국수가 있었던거같은데?! 안...,2024-05-27,0.0,22.6,18.5,14.1,9.9,68.3,26.89,봄,맑음,,
베트남음식,진짜 미친 존맛탱 감기걸렸었는데 소힘줄보양쌀국수 먹고 감기가 싹 나은것 같아요 스지양도 많고 국물도 깊고 매운프라이드 바쿠테랑 같이 곁들여 먹으...,2024-02-12,0.0,10.5,3.5,-2.9,9.7,90.7,15.35,겨울,맑음,,
